"Артикул";"Ozon Product ID";"FBO OZON SKU ID";"FBS OZON SKU ID";"Barcode";"Наименование товара";"Контент-рейтинг";"Бренд";"Статус товара";"Видимость FBO";"Причины скрытия FBO (при наличии)";"Видимость FBS";"Причины скрытия FBS (при наличии)";"Дата создания";"Коммерческая категория";"Объем товара, л";"Объемный вес, кг";"Доступно на складе Ozon, шт";"Вывезти и нанести КИЗ (кроме Твери), шт";"Зарезервировано, шт";"Доступно на моих складах, шт";"Зарезервировано на моих складах, шт";"Текущая цена с учетом скидки, руб.";"Цена до скидки (перечеркнутая цена), руб.";"Цена Premium, руб.";"Рыночная цена, руб.";"Актуальная ссылка на рыночную цену";"Размер НДС, %"
"p8649";"375082474";"729655845";"729655846";"2036851499463";"HDMI extender удлинитель по витой паре 60 метров cat-5e/6e";"22.5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-29 11:56:11";"Видео кабели и переходники";"'1.00";"'0.2";"0";"0";"0";"11";"0";"2990.00";"4485.00";;;;"0%"
"p8650";"375083086";"729656272";"729656273";"2036851510465";"HDMI extender удлинитель по витой паре 120 метров cat-5e/6e";"10";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-29 11:56:24";"Видео кабели и переходники";"'1.00";"'0.2";"0";"0";"0";"10";"0";"6762.00";"10350.00";;;;"0%"
"p8651";"375083228";"746381375";"746381374";"2036851524271";"Конвертер видео сигнала VGA /RCA / S-Video в VGA - Конвертер BNC + S-video на VGA преобразователь видеосигнала кабель";"27.5";"Опмир";"Готов к продаже";"Показывается";;"Показывается";;"2022-09-29 11:56:41";"Видео кабели и переходники";"'1.00";"'0.2";"0";"0";"0";"0";"0";"1320.00";"1980.00";;;;"0%"
"p8652";"375083648";"729654662";"729654661";"2036851541926";"Нож выживальщика выкидной деревянная рукоятка";"12.5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-29 11:57:42";"Нож туристический";"'1.00";"'0.2";"0";"0";"0";"15";"0";"383.00";"517.00";;;;"0%"
"p8653";"375083891";"729654668";"729654667";"2036851556197";"Нож выживальщика выкидной металлическая рукоятка, черный";"12.5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-29 11:58:05";"Нож туристический";"'1.00";"'0.2";"0";"0";"0";"14";"0";"393.00";"540.00";;;;"0%"
"p8654";"375084002";"730650962";"730650963";"2036851561665";"Светильник  USB с магнитной подвеской для дома и кемпинга 17 см.";"17.5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-29 11:58:21";"Фонарь ручной";"'1.00";"'0.2";"0";"0";"0";"4";"0";"756.00";"1134.00";;;;"0%"
"p8656";"375084356";"730649831";"730649830";"2036851680328";"Аккумулятор для Sony PSP 3.6V 3600mAh(PSP-S110/PSP Slim)";"17.5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-29 11:59:12";"Аккумулятор для игровой приставки";"'0.34";"'0.1";"0";"0";"0";"20";"0";"1010.00";"1515.00";;;;"0%"
"p8657";"375084741";"729586342";"729586343";"2036852473035";"Часы электронные говорящие  для слабовидящих и слепых Xinjia";"35";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-29 12:00:41";"Бижу часы наручные мужские";"'0.03";"'0.0";"0";"0";"0";"29";"0";"505.00";"757.00";;;;"0%"
"p8658";"375084824";"730648779";"730648780";"2036852571656";"Ручка мебельная деревянная 2шт, бордовая";"5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-29 12:00:54";"Ручка мебельная";"'1.00";"'0.2";"0";"0";"0";"5";"0";"409.00";"555.00";;;;"0%"
"p8659";"375084859";"730666907";"730666908";"2036852573162";"Ручка мебельная деревянная 2шт, желтая";"5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-29 12:01:02";"Ручка мебельная";"'1.00";"'0.2";"0";"0";"0";"5";"0";"409.00";"555.00";;"352.00";"https://market.yandex.ru/product--/101821640042/?sku=101821640042";"0%"
"p8660";"375084950";"730664822";"730664823";"2036852573759";"Ручка мебельная деревянная 2шт, коричневая";"5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-29 12:01:14";"Ручка мебельная";"'1.00";"'0.2";"0";"0";"0";"4";"0";"409.00";"555.00";;;;"0%"
"p8661";"375085056";"729651489";"729651488";"2036852574718";"Сетевой фильтр 2 метра на 3 розетки + 3xUSB 2.1A, белый";"10";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-29 12:01:46";"Сетевой фильтр бытовой (удлинитель)";"'0.70";"'0.2";"0";"0";"0";"1";"0";"1102.00";"1653.00";;;;"0%"
"p8662";"375085085";"729437620";"729437624";"2036852577092";"Сетевой фильтр 2 метра на 3 розетки + 3xUSB 2.1A, черный";"10";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-29 12:02:01";"Сетевой фильтр бытовой (удлинитель)";"'0.70";"'0.2";"0";"0";"0";"6";"0";"1102.00";"1653.00";;;;"0%"
"p51482";"375085126";"730591962";"730591963";"2036852651624";"Кабель нейлоновый HDMI-HDMI, 1.5м";"5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-29 12:02:18";"Кабель для мобильных устройств";"'0.38";"'0.1";"0";"0";"0";"7";"0";"582.00";"874.00";;;;"0%"
"p515498";"375085260";"730593629";"730593622";"2036852656995";"Кабель нейлоновый HDMI-HDMI, 3м";"5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-29 12:02:28";"Кабель для мобильных устройств";"'0.38";"'0.1";"0";"0";"0";"5";"0";"582.00";"874.00";;;;"0%"
"p5152323";"375085319";"730590141";"730590142";"2036852661296";"Кабель нейлоновый HDMI-HDMI, 5м";"5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-29 12:02:36";"Кабель для мобильных устройств";"'0.38";"'0.1";"0";"0";"0";"5";"0";"604.00";"907.00";;;;"0%"
"p8673";"375085410";"730642980";"730642979";"2036852660299";"Складной карманный многофункциональный нож мультитул";"22.5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-29 12:03:04";"Мультитул";"'1.00";"'0.2";"0";"0";"0";"8";"0";"383.00";"517.00";;;;"0%"
"p8675";"375085612";"729354520";"729354521";"2036852678928";"Фонарь уличный с датчиком движения Solar Energy Induction Lamp";"22.5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-29 12:03:30";"Фонарь ручной";"'1.00";"'0.2";"0";"0";"0";"5";"0";"680.00";"1020.00";;;;"0%"
"p8677";"375085890";"729470982";"729470983";"2036852695567";"Портативный радиоприемник KK-9 FM76-108Mhz, черный";"22.5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-29 12:04:15";"Радиоприемник";"'1.00";"'0.2";"0";"0";"0";"5";"0";"1176.00";"1764.00";;;;"0%"
"p8678";"375085947";"729617120";"729617119";"2036852714909";"Набор для консервации и хранения продуктов, вакуумный насос и 6 крышек";"22.5";"Опмир";"Готов к продаже";"Показывается";;"Показывается";;"2022-09-29 12:04:31";"Закаточная машинка, набор для домашней консервации";"'0.07";"'0.1";"0";"0";"0";"0";"0";"383.00";"517.00";;;;"0%"
"p8679";"375086244";"729725075";"729725074";"2036852731166";"Насадка для швабры из микрофибры";"22.5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-29 12:05:18";"Насадка для швабры, сменный блок для швабры";"'1.00";"'0.2";"0";"0";"0";"5";"0";"438.00";"658.00";;;;"0%"
"p8680";"375086910";"729617140";"729617139";"2036852781215";"Чехол для одежды, нетканый, ярких цветов, влагостойкий 60x90см";"17.5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-29 12:07:12";"Чехол для одежды";"'1.00";"'0.2";"0";"0";"0";"5";"0";"393.00";"532.00";;;;"0%"
"p8681";"375087117";"729621471";"729621472";"2036852795410";"Чехол для одежды, нетканый, ярких цветов, влагостойкий 60x137см";"17.5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-29 12:07:46";"Чехол для одежды";"'1.00";"'0.2";"0";"0";"0";"5";"0";"478.00";"718.00";;;;"0%"
"p8683";"375087527";"729306388";"729306389";"2036852852984";"Светодиодный фонарик SWAT";"17.5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-29 12:08:58";"Фонарь ручной";"'1.00";"'0.2";"0";"0";"0";"4";"0";"945.00";"1417.00";;;;"0%"
"p8682";"375088161";"729728228";"729728229";"2036852824653";"Воронка пищевая диаметр 26 см/кухонная большая/цвет микс";"22.5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-29 12:09:21";"Воронка";"'1.00";"'0.2";"0";"0";"0";"5";"0";"393.00";"532.00";;;;"0%"
"p8687";"375089401";"729751032";"729751031";"2036852953391";"Соусник металлический 100 мл";"17.5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-29 12:12:07";"Соусник";"'1.00";"'0.2";"0";"0";"0";"5";"0";"756.00";"1134.00";;;;"0%"
"p8686";"375090522";"729848232";"729848231";"2036852902672";"Увеличительные Лупа-Очки, переносные, карманные, складные";"47.5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-29 12:13:00";"Очки для работы за компьютером";"'1.00";"'0.2";"0";"0";"0";"44";"0";"409.00";"555.00";;;;"0%"
"p8685";"375090599";"729335807";"729335808";"2036852893833";"Уличный свисток 3 в 1,  для выживания в экстренных ситуациях, кемпинга, пешего туризма, термометр, компас";"27.5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-29 12:13:08";"Аксессуар для футбола";"'1.00";"'0.2";"0";"0";"0";"5";"0";"409.00";"555.00";;;;"0%"
"p8689";"375092661";"729422261";"729422260";"2036853036956";"Подставка под горячее деревянная решётка 11x11x2 см";"22.5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-29 12:14:10";"Подставка под горячее";"'1.00";"'0.2";"0";"0";"0";"4";"0";"367.00";"495.00";;;;"0%"
"p8693";"375093977";"729681375";"729681372";"2036853105614";"Салфетка микрофибра City Up для стекла Glass Cleaner, 35x40см";"17.5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-29 12:16:13";"Салфетка, набор салфеток для ухода за авто";"'1.00";"'0.2";"0";"0";"0";"3";"0";"367.00";"495.00";;;;"0%"
"p8688";"375093978";"729650876";"729650877";"2036853028104";"Набор силиконовых складных контейнеров, 765/511/340 гр";"52.5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-29 12:16:13";"Контейнер для детского питания";"'1.00";"'0.2";"0";"0";"0";"3";"0";"1905.00";"2858.00";;"1408.00";"https://market.yandex.ru/product--/101821638950/?sku=101821638950";"0%"
"p8694";"375094025";"729681575";"729681573";"2036853113664";"Салфетка микрофибра City Up для стекла Glass Cleaner, 40x50см";"5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-29 12:16:26";"Салфетка, набор салфеток для ухода за авто";"'1.00";"'0.2";"0";"0";"0";"12";"0";"367.00";"495.00";;;;"0%"
"p8690";"375094702";"729714452";"729714451";"2036853040441";"Подставка под горячее деревянная решётка 15x15x2 см";"22.5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-29 12:16:51";"Подставка под горячее";"'1.00";"'0.2";"0";"0";"0";"13";"0";"378.00";"510.00";;;;"0%"
"p8691";"375095569";"729670083";"729670084";"2036853041646";"Подставка под горячее деревянная решётка 18x18x2 см";"22.5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-29 12:17:10";"Подставка под горячее";"'1.00";"'0.2";"0";"0";"0";"4";"0";"388.00";"525.00";;;;"0%"
"p8697";"375098933";"729582143";"729582142";"2036853143227";"Бусины граненые 10мм x 500 грамм (одна пачка), черные";"47.5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-29 12:18:57";"Стеклярус, бусины, стразы";"'1.00";"'0.2";"0";"0";"0";"1";"0";"1663.00";"2494.00";;"1229.00";"https://market.yandex.ru/product--/101821643789/?sku=101821643789";"0%"
"p8705";"375099335";"729407725";"729407724";"2036854708821";"Резиновый ограничитель-стопор открывания двери из нержавеющей стали 2 шт, бронзовый";"0";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-29 12:19:58";"Ограничитель, стоппер интерьерные";"'1.00";"'0.2";"0";"0";"0";"2";"0";"363.00";"489.00";;;;"0%"
"p8706";"375099745";"729409045";"729409046";"2036854715386";"Резиновый ограничитель-стопор открывания двери из нержавеющей стали 2 шт, золотой";"0";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-29 12:20:27";"Ограничитель, стоппер интерьерные";"'1.00";"'0.2";"0";"0";"0";"6";"0";"363.00";"489.00";;;;"0%"
"p8707";"375099965";"729409053";"729409054";"2036854717892";"Резиновый ограничитель-стопор открывания двери из нержавеющей стали 2 шт, серебрянный";"0";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-29 12:21:04";"Ограничитель, стоппер интерьерные";"'1.00";"'0.2";"0";"0";"0";"39";"0";"363.00";"489.00";;;;"0%"
"p8708";"375100129";"729409060";"729409062";"2036854719971";"Резиновый ограничитель-стопор открывания двери из нержавеющей стали 2 шт, белый";"0";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-29 12:21:23";"Ограничитель, стоппер интерьерные";"'1.00";"'0.2";"0";"0";"0";"9";"0";"357.00";"540.00";;;;"0%"
"p8709";"375100247";"729409064";"729409063";"2036854724869";"Резиновый ограничитель-стопор открывания двери из нержавеющей стали 2 шт, темно золотой";"0";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-29 12:21:40";"Ограничитель, стоппер интерьерные";"'1.00";"'0.2";"0";"0";"0";"2";"0";"363.00";"489.00";;;;"0%"
"p8710";"375100453";"729409082";"729409081";"2036854797764";"Напольный резиновый ограничитель-стопор открывания двери из нержавеющей стали 2 шт, золотой";"5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-29 12:22:04";"Ограничитель, стоппер интерьерные";"'1.00";"'0.2";"0";"0";"0";"2";"0";"363.00";"489.00";;;;"0%"
"p8711";"375100578";"729409072";"729409071";"2036854819978";"Напольный резиновый ограничитель-стопор открывания двери из нержавеющей стали 2 шт, бронзовый";"17.5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-29 12:22:36";"Ограничитель, стоппер интерьерные";"'1.00";"'0.2";"0";"0";"0";"2";"0";"363.00";"489.00";;;;"0%"
"p8712";"375100694";"729411057";"729411058";"2036854822213";"Напольный резиновый ограничитель-стопор открывания двери из нержавеющей стали 2 шт, темно золотой";"17.5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-29 12:22:58";"Ограничитель, стоппер интерьерные";"'1.00";"'0.2";"0";"0";"0";"2";"0";"363.00";"489.00";;;;"0%"
"p8715";"375102752";"729562714";"729562715";"2036855092790";"Упор дверной напольный 40мм высота, золотой";"5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-29 12:27:24";"Ограничитель, стоппер интерьерные";"'1.00";"'0.2";"0";"0";"0";"4";"0";"362.00";"487.00";;;;"0%"
"p8716";"375102853";"729578622";"729578623";"2036855094145";"Упор дверной напольный 40мм высота, серебрянный";"5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-29 12:27:54";"Ограничитель, стоппер интерьерные";"'1.00";"'0.2";"0";"0";"0";"4";"0";"362.00";"487.00";;;;"0%"
"p8717";"375102902";"729583027";"729583028";"2036855097092";"Упор дверной напольный 40мм высота, черный";"5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-29 12:28:09";"Ограничитель, стоппер интерьерные";"'1.00";"'0.2";"0";"0";"0";"24";"0";"363.00";"489.00";;;;"0%"
"p8718";"375102987";"729578385";"729578384";"2036855117257";"Упор дверной напольный 40мм высота, темно золотой";"5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-29 12:28:29";"Ограничитель, стоппер интерьерные";"'1.00";"'0.2";"0";"0";"0";"2";"0";"362.00";"487.00";;;;"0%"
"p8713";"375103091";"729605378";"729605379";"2036854829731";"Напольный резиновый ограничитель-стопор открывания двери из нержавеющей стали 2 шт, серебрянный";"17.5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-29 12:28:48";"Ограничитель, стоппер интерьерные";"'1.00";"'0.2";"0";"0";"0";"2";"0";"363.00";"489.00";;;;"0%"
"p8714";"375103095";"729583043";"729583044";"2036855084696";"Упор дверной напольный 40мм высота, бронзовый";"5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-29 12:28:49";"Ограничитель, стоппер интерьерные";"'1.00";"'0.2";"0";"0";"0";"4";"0";"362.00";"487.00";;;;"0%"
"p8719";"375103188";"729487431";"729487430";"2036855476422";"Ободок ушки зайчика светящиеся, светодиодные подвижные";"52.5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-29 12:29:12";"Ободок, повязка детские";"'1.00";"'0.2";"0";"0";"0";"21";"0";"362.00";"487.00";;;;"0%"
"p8720";"375103398";"729637846";"729637847";"2036855491319";"Гребень для волос прозрачный - 3 шт";"17.5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-29 12:30:08";"Расческа, щетка для волос";"'1.00";"'0.2";"0";"0";"0";"2";"0";"357.00";"523.00";;;;"0%"
"p8721";"375103566";"741936557";"741936558";"2036855571936";"Наушники меховые для зимы";"17.5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-29 12:30:57";"Наушники зимние";"'3.60";"'0.7";"0";"0";"0";"10";"0";"478.00";"718.00";;;;"0%"
"p8722";"375103602";"730730067";"730730066";"2036855612578";"Термометр для бани и сауны большой 28 см";"10";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-29 12:31:09";"Термометр декоративный интерьерный";"'1.00";"'0.2";"0";"0";"0";"11";"0";"388.00";"525.00";;;;"0%"
"p8723";"375103663";"729717680";"729717679";"2036855632767";"Термометр для бани и сауны большой 22 см";"22.5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-29 12:31:17";"Термометр декоративный интерьерный";"'1.00";"'0.2";"0";"0";"0";"12";"0";"367.00";"495.00";;;;"0%"
"p8724";"375104018";"730021232";"730021233";"2036855656800";"Палитра Ромашка для лака, прозрачная - 50 шт. в упаковке";"22.5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-29 12:32:24";"Палитра";"'1.00";"'0.2";"0";"0";"0";"5";"0";"340.00";"540.00";;;;"0%"
"p8725";"375104326";"730782883";"730782882";"2036855703733";"Зажим для снятия гель-лака 10 шт";"22.5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-29 12:33:27";"Прочие аксессуары для маникюра и педикюра";"'1.00";"'0.2";"0";"0";"0";"5";"0";"393.00";"532.00";;;;"0%"
"p8726";"375104652";"741172944";"741172945";"2036855719079";"Силиконовые зажимы клипсы для снятия гель-лака 5 шт";"27.5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-29 12:34:03";"Прочие аксессуары для маникюра и педикюра";"'1.00";"'0.2";"0";"0";"0";"5";"0";"409.00";"555.00";;;;"0%"
"p8727";"375104984";"729704728";"729704729";"2036855732610";"Разделитель для пальцев ног мягкий 2 пары";"22.5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-29 12:34:47";"Прочие аксессуары для маникюра и педикюра";"'1.00";"'0.2";"0";"0";"0";"10";"0";"367.00";"495.00";;;;"0%"
"p8728";"375105210";"730695099";"730695096";"2036855859478";"Шпингалет задвижка 7.5 см оцинкованный, золотой";"5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-29 12:35:17";"Завертка, задвижка дверные";"'1.00";"'0.2";"0";"0";"0";"24";"0";"357.00";"532.00";;"290.00";"https://market.yandex.ru/product--/101822459996/?sku=101822459996";"0%"
"p8729";"375105303";"730681359";"730681360";"2036855911428";"Шпингалет задвижка  7.5 см оцинкованный, белый";"5";"Опмир";"Готов к продаже";"Показывается";;"Показывается";;"2022-09-29 12:35:41";"Завертка, задвижка дверные";"'1.00";"'0.2";"0";"0";"0";"0";"0";"357.00";"532.00";;"290.00";"https://market.yandex.ru/product--/101822459995/?sku=101822459995";"0%"
"p8730";"375105692";"730791216";"730791215";"2036857406755";"Автомобильный диагностический OBD2 сканер B03 версия 1.5";"22.5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-29 12:36:42";"Сканер диагностический OBD2";"'1.00";"'0.2";"0";"0";"0";"8";"0";"756.00";"1134.00";;;;"0%"
"p8731";"375105862";"730791411";"730791410";"2036857415788";"Автомобильный диагностический OBD2 сканер ELM327 версия 1.5";"22.5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-29 12:37:03";"Сканер диагностический OBD2";"'1.00";"'0.2";"0";"0";"0";"8";"0";"945.00";"1417.00";;;;"0%"
"p8732";"375105937";"729392184";"729392185";"2036857419694";"Пигтейл RG316 F TV Female Bulkhead Jack to SMA Male Plug, 250 мм";"22.5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-29 12:37:16";"Видео кабели и переходники";"'1.00";"'0.2";"0";"0";"0";"13";"0";"378.00";"510.00";;;;"0%"
"p8733";"375106007";"729393295";"729393294";"2036857438428";"Блок питания для ноутбука ASUS LP525 (LP611) 19V/2.37A 3,0x1,1mm";"5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-29 12:37:27";"Зарядное устройство сетевое";"'1.00";"'0.2";"0";"0";"0";"5";"0";"945.00";"1417.00";;;;"0%"
"p8734";"375107694";"729629709";"729629710";"2036857478349";"Кондитерский мешок с насадками/кондитерские насадки для украшения тортов";"17.5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-29 12:38:02";"Шприц, мешок кулинарный, кондитерский";"'1.00";"'0.2";"0";"0";"0";"5";"0";"388.00";"525.00";;;;"0%"
"p8736";"375108784";"729647760";"729647761";"2036857732441";"Петля мебельная быстрого монтажа 110мм";"5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-29 12:38:23";"Петля мебельная";"'0.07";"'0.1";"0";"0";"0";"6";"0";"367.00";"495.00";;;;"0%"
"p8751";"375110388";"729411094";"729411093";"2036858753476";"Кабель для iPhone / Lightning кабель / для авто /  USB C - Lightning, 1м";"22.5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-29 12:39:24";"Кабель для мобильного устройства Apple";"'1.00";"'0.2";"0";"0";"0";"18";"0";"378.00";"510.00";;;;"0%"
"p8752";"375110645";"729391484";"729391485";"2036858772477";"Дата кабель  BUDI - кабель для зарядки 65W USB C-USB C, 120см";"5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-29 12:40:01";"Кабель для мобильных устройств";"'1.00";"'0.2";"0";"0";"0";"9";"0";"438.00";"658.00";;;;"0%"
"p8753";"375111258";"729396618";"729396621";"2036861758062";"Bluetooth Беспроводной динамик колонка с микрофоном и с поддержкой SD-карты Z!S1438";"27.5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-29 12:41:33";"Портативная акустическая система";"'1.00";"'0.2";"0";"0";"0";"2";"0";"2520.00";"3780.00";;;;"0%"
"p8754";"375111395";"729396625";"729396624";"2036861793827";"Bluetooth Беспроводной динамик колонка с микрофоном и с поддержкой SD-карты ZQS6125";"22.5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-29 12:41:49";"Портативная акустическая система";"'1.00";"'0.2";"0";"0";"0";"3";"0";"2856.00";"4284.00";;"2176.00";"https://market.yandex.ru/product--/101823493479/?sku=101823493479";"0%"
"p8756";"375111481";"729397161";"729397160";"2036862549027";"Адаптер приемник/передатчик Bluetooth BT-100, черный";"17.5";"MRM";"Готов к продаже";"Показывается";;"Показывается";;"2022-09-29 12:41:58";"Видео кабели и переходники";"'1.00";"'0.2";"0";"0";"0";"0";"0";"774.00";"1162.00";;;;"0%"
"p8757";"375111510";"729397062";"729397063";"2036862591149";"Адаптер Bluetooth приемник/передатчик  MRM BT-200 для подключения Bluetooth наушников к телевизору";"17.5";"MRM";"Продается";"Показывается";;"Показывается";;"2022-09-29 12:42:09";"Видео кабели и переходники";"'1.00";"'0.2";"0";"0";"0";"4";"0";"907.00";"1360.00";;;;"0%"
"p8758";"375111626";"729410990";"729410983";"2036862637977";"OTG переходник с Micro USB на Type C MRM-Power T08";"5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-29 12:42:32";"Видео кабели и переходники";"'1.00";"'0.2";"0";"0";"0";"46";"0";"357.00";"510.00";;;;"0%"
"p8759";"375111694";"729417623";"729417624";"2036862674248";"OTG переходник с USB на Micro USB MRM T04";"17.5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-29 12:42:44";"Видео кабели и переходники";"'1.00";"'0.2";"0";"0";"0";"25";"0";"357.00";"489.00";;;;"0%"
"p8760";"375111856";"729420184";"729420185";"2036862681727";"OTG переходник с Type C на Micro USB MRM T08";"5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-29 12:43:00";"Видео кабели и переходники";"'1.00";"'0.2";"0";"0";"0";"10";"0";"367.00";"495.00";;;;"0%"
"p8761";"375111903";"729419877";"729419876";"2036862795134";"Кабель-переходник 2 в 1 с Type-C на 3,5 мм + Type C разъем для зарядки";"17.5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-29 12:43:09";"Видео кабели и переходники";"'1.00";"'0.2";"0";"0";"0";"17";"0";"409.00";"555.00";;;;"0%"
"p8762";"375111950";"729420193";"729420192";"2036862864748";"Брелок адаптер GL046 Lightning с выходом Audio aux и зарядки";"22.5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-29 12:43:19";"Видео кабели и переходники";"'1.00";"'0.2";"0";"0";"0";"8";"0";"650.00";"975.00";;"495.00";"https://market.yandex.ru/product--/101823502037/?sku=101823502037";"0%"
"p8763";"375111999";"730965083";"730965082";"2036862917321";"Переходник 2 в 1 Lightning на Jack 3.5mm to Lightning";"0";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-29 12:43:28";"Видео кабели и переходники";"'1.00";"'0.2";"0";"0";"0";"24";"0";"485.00";"728.00";;;;"0%"
"p8764";"375112104";"730740124";"730740123";"2036862930405";"Переходник с Type-C на Lightning MR140";"0";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-29 12:43:41";"Видео кабели и переходники";"'1.00";"'0.2";"0";"0";"0";"14";"0";"372.00";"502.00";;"344.00";"https://market.yandex.ru/product--/101824742938/?sku=101824742938";"0%"
"p8765";"375112203";"729485835";"729485836";"2036862975024";"Адаптер VGA мама на  HDMI папа H06, белый";"27.5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-29 12:43:54";"Видео кабели и переходники";"'1.00";"'0.2";"0";"0";"0";"17";"0";"543.00";"815.00";;;;"0%"
"p8766";"375112258";"729487435";"729487434";"2036862985986";"Адаптер VGA мама на  HDMI папа H06, черный";"22.5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-29 12:44:02";"Видео кабели и переходники";"'1.00";"'0.2";"0";"0";"0";"8";"0";"543.00";"815.00";;"404.00";"https://market.yandex.ru/product--/101823502038/?sku=101823502038";"0%"
"p8767";"375112321";"729491686";"729491685";"2036863001883";"Переходник Display Port Mini DisplayPort папа на DVI мама, белый";"17.5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-29 12:44:11";"Видео кабели и переходники";"'1.00";"'0.2";"0";"0";"0";"50";"0";"604.00";"907.00";;;;"0%"
"p8768";"375112401";"729396381";"729396380";"2036863034409";"Переходник USB 3.0 на VGA";"22.5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-29 12:44:19";"Видео кабели и переходники";"'1.00";"'0.2";"0";"0";"0";"6";"0";"1353.00";"2029.00";;;;"0%"
